0 Deg Regular Run 13 2018-04-12
Time(s) Response(deg) LoadCell(N)
9.560000 9.534386 -2.020366
9.580000 9.478400 -2.021024
9.600000 9.410727 -2.018111
9.620000 9.332504 -2.022368
9.640000 9.243442 -2.017985
9.660000 9.144484 -2.018349
9.680000 9.034633 -2.015913
9.700000 8.914504 -2.020156
9.720000 8.782027 -2.012552
9.740000 8.637772 -2.008015
9.760000 8.485724 -2.017285
9.780000 8.321358 -2.016571
9.800000 8.147909 -2.014806
9.820000 7.963508 -2.014022
9.840000 7.764120 -2.020422
9.860000 7.559985 -2.019441
9.880000 7.348386 -2.014330
9.900000 7.126621 -2.019203
9.920000 6.895069 -2.015338
9.940000 6.653075 -2.020366
9.960000 6.398779 -2.018209
9.980000 6.142432 -2.015997
10.000000 5.874952 -2.024245
10.020000 5.601318 -2.027843
10.040000 5.318122 -2.016039
10.060000 5.031732 -2.012636
10.080000 4.738702 -2.024875
10.100000 4.440603 -2.028362
10.120000 4.138305 -2.020030
10.140000 3.824047 -2.030980
10.160000 3.513409 -2.017999
10.180000 3.197544 -2.018447
10.200000 2.877186 -2.013854
10.220000 2.557482 -2.011151
10.240000 2.235157 -2.028712
10.260000 1.910882 -2.020016
10.280000 1.585762 -2.019245
10.300000 1.261220 -2.029020
10.320000 0.939399 -2.032325
10.340000 0.618061 -2.014890
10.360000 0.305151 -2.022522
10.380000 -0.001234 -2.019175
10.400000 -0.299457 -2.018055
10.420000 -0.609618 -2.013882
10.440000 -0.922769 -2.011053
10.460000 -1.244150 -2.017201
10.480000 -1.563880 -2.013994
10.500000 -1.875442 -2.013924
10.520000 -2.182120 -2.016515
10.540000 -2.482551 -2.017733
10.560000 -2.775736 -2.022368
10.580000 -3.064853 -2.018377
10.600000 -3.345449 -2.012944
10.620000 -3.614942 -2.018517
10.640000 -3.883760 -2.021864
10.660000 -4.138014 -2.018041
10.680000 -4.386833 -2.017971
10.700000 -4.630543 -2.010549
10.720000 -4.859326 -2.017327
10.740000 -5.077394 -2.007693
10.760000 -5.289384 -2.021528
10.780000 -5.490700 -2.017173
10.800000 -5.684324 -2.017355
10.820000 -5.867450 -2.016921
10.840000 -6.038342 -2.016501
10.860000 -6.198742 -2.019862
10.880000 -6.347094 -2.021010
10.900000 -6.486824 -2.020688
10.920000 -6.612863 -2.016459
10.940000 -6.732281 -2.017873
10.960000 -6.836236 -2.019497
10.980000 -6.930746 -2.013882
11.000000 -7.013430 -2.022004
11.020000 -7.083854 -2.012034
11.040000 -7.141749 -2.017285
11.060000 -7.187227 -2.018335
11.080000 -7.218072 -2.024231
11.100000 -7.237069 -2.019637
11.120000 -7.245012 -2.017103
11.140000 -7.242532 -2.021850
11.160000 -7.232324 -2.021542
11.180000 -7.214496 -2.018489
11.200000 -7.198295 -2.016095
11.220000 -7.186464 -2.019203
11.240000 -7.160494 -2.019175
11.260000 -7.120535 -2.012734
11.280000 -7.060881 -2.018237
11.300000 -6.991749 -2.020856
11.320000 -6.912060 -2.028894
11.340000 -6.823794 -2.024413
11.360000 -6.723606 -2.015072
11.380000 -6.616590 -2.011642
11.400000 -6.499157 -2.019441
11.420000 -6.371330 -2.019595
11.440000 -6.240402 -2.021206
11.460000 -6.094476 -2.017005
11.480000 -5.942997 -2.021668
11.500000 -5.779767 -2.018279
11.520000 -5.605561 -2.021724
11.540000 -5.427494 -2.015997
11.560000 -5.244436 -2.021262
11.580000 -5.051951 -2.015464
11.600000 -4.850818 -2.019932
11.620000 -4.640000 -2.026443
11.640000 -4.421680 -2.020814
11.660000 -4.197149 -2.024161
11.680000 -3.965555 -2.026751
11.700000 -3.726996 -2.011628
11.720000 -3.482589 -2.021738
