% Original filename: Decay Test 0Deg No StringPot0012.mat
0 Deg Decay NoStringPot Run 3 2018-04-12
Time(s) Response(deg) LoadCell(N)
12.880000 -2.682983 -1.950321
12.900000 -2.739261 -1.949873
12.920000 -2.791066 -1.950769
12.940000 -2.842452 -1.945112
12.960000 -2.891223 -1.944621
12.980000 -2.936913 -1.953934
13.000000 -2.985013 -1.945392
13.020000 -3.028797 -1.948556
13.040000 -3.070799 -1.951469
13.060000 -3.108761 -1.948976
13.080000 -3.149135 -1.949817
13.100000 -3.187092 -1.942465
13.120000 -3.224285 -1.943291
13.140000 -3.263180 -1.953051
13.160000 -3.299024 -1.943585
13.180000 -3.336949 -1.949257
13.200000 -3.368568 -1.948822
13.220000 -3.401706 -1.949173
13.240000 -3.430288 -1.947408
13.260000 -3.456813 -1.943879
13.280000 -3.479813 -1.950167
13.300000 -3.501676 -1.948626
13.320000 -3.524495 -1.945014
13.340000 -3.550438 -1.952351
13.360000 -3.574353 -1.944789
13.380000 -3.595048 -1.950545
13.400000 -3.613894 -1.954606
13.420000 -3.633748 -1.950587
13.440000 -3.649674 -1.949439
13.460000 -3.661287 -1.947366
13.480000 -3.671921 -1.940813
13.500000 -3.681059 -1.950363
13.520000 -3.686152 -1.949817
13.540000 -3.692576 -1.942003
13.560000 -3.697857 -1.940588
13.580000 -3.705435 -1.944495
13.600000 -3.704291 -1.945756
13.620000 -3.700002 -1.951217
13.640000 -3.693325 -1.941653
13.660000 -3.689593 -1.941443
13.680000 -3.684262 -1.936345
13.700000 -3.675138 -1.944369
13.720000 -3.661181 -1.943907
13.740000 -3.648274 -1.941261
13.760000 -3.631270 -1.943053
13.780000 -3.610627 -1.944383
13.800000 -3.589813 -1.946904
13.820000 -3.568821 -1.941107
13.840000 -3.544879 -1.951385
13.860000 -3.522507 -1.948318
13.880000 -3.502414 -1.944411
13.900000 -3.480283 -1.948388
13.920000 -3.453642 -1.945462
13.940000 -3.426980 -1.941345
13.960000 -3.396424 -1.943389
13.980000 -3.362797 -1.948444
14.000000 -3.328125 -1.948052
14.020000 -3.291364 -1.946092
14.040000 -3.252887 -1.944285
14.060000 -3.217846 -1.948038
14.080000 -3.177932 -1.951287
14.100000 -3.144767 -1.941037
14.120000 -3.106943 -1.941765
14.140000 -3.066976 -1.946260
14.160000 -3.025428 -1.953065
14.180000 -2.978221 -1.955348
14.200000 -2.932617 -1.942773
14.220000 -2.884939 -1.947618
14.240000 -2.837484 -1.947954
14.260000 -2.787742 -1.940841
14.280000 -2.734703 -1.952449
14.300000 -2.685408 -1.951385
14.320000 -2.633812 -1.945070
14.340000 -2.582982 -1.948640
14.360000 -2.525755 -1.942759
14.380000 -2.472737 -1.950559
14.400000 -2.416520 -1.948752
14.420000 -2.362648 -1.948094
14.440000 -2.308532 -1.955110
14.460000 -2.252463 -1.948780
14.480000 -2.194839 -1.954550
14.500000 -2.132418 -1.947730
14.520000 -2.073830 -1.949677
14.540000 -2.014310 -1.946932
14.560000 -1.950930 -1.942759
14.580000 -1.891126 -1.935463
14.600000 -1.829166 -1.944425
14.620000 -1.772729 -1.950139
14.640000 -1.706870 -1.942983
14.660000 -1.647163 -1.932495
14.680000 -1.581683 -1.940378
14.700000 -1.518572 -1.946764
14.720000 -1.448484 -1.948906
14.740000 -1.384861 -1.941303
14.760000 -1.312271 -1.948752
14.780000 -1.245632 -1.941737
14.800000 -1.175652 -1.951497
14.820000 -1.107898 -1.948584
14.840000 -1.038122 -1.943417
