% Original filename: Decay Test 0Deg0008.mat
0 Deg Decay Run 3 2018-04-12
Time(s) Response(deg) LoadCell(N)
9.720000 -2.353839 -1.956594
9.740000 -2.319163 -1.948472
9.760000 -2.280281 -1.953542
9.780000 -2.238375 -1.944355
9.800000 -2.198964 -1.954788
9.820000 -2.163510 -1.948710
9.840000 -2.119342 -1.940869
9.860000 -2.079000 -1.949789
9.880000 -2.036937 -1.954116
9.900000 -1.991116 -1.952085
9.920000 -1.951294 -1.955418
9.940000 -1.911258 -1.956048
9.960000 -1.867392 -1.949033
9.980000 -1.821817 -1.951483
10.000000 -1.774581 -1.955082
10.020000 -1.729246 -1.959283
10.040000 -1.683240 -1.949019
10.060000 -1.635397 -1.950685
10.080000 -1.588997 -1.955502
10.100000 -1.541369 -1.953864
10.120000 -1.493292 -1.947226
10.140000 -1.450402 -1.955208
10.160000 -1.398026 -1.950391
10.180000 -1.347743 -1.947366
10.200000 -1.301016 -1.950279
10.220000 -1.245291 -1.953948
10.240000 -1.190469 -1.952169
10.260000 -1.143367 -1.954480
10.280000 -1.092353 -1.949607
10.300000 -1.036705 -1.957098
10.320000 -0.985746 -1.949705
10.340000 -0.936912 -1.946750
10.360000 -0.881939 -1.955026
10.380000 -0.826347 -1.948822
10.400000 -0.779970 -1.952995
10.420000 -0.726285 -1.953444
10.440000 -0.670519 -1.955026
10.460000 -0.625481 -1.955880
10.480000 -0.574743 -1.946526
10.500000 -0.521614 -1.956300
10.520000 -0.471174 -1.953920
10.540000 -0.422623 -1.948360
10.560000 -0.372837 -1.951903
10.580000 -0.319399 -1.951007
10.600000 -0.274610 -1.956468
10.620000 -0.225187 -1.951875
10.640000 -0.176766 -1.950139
10.660000 -0.132588 -1.955432
10.680000 -0.083864 -1.949649
10.700000 -0.033473 -1.956272
10.720000 0.007303 -1.954956
10.740000 0.050802 -1.946540
10.760000 0.096676 -1.952141
10.780000 0.140190 -1.953850
10.800000 0.180259 -1.961510
10.820000 0.219179 -1.955222
10.840000 0.260162 -1.959605
10.860000 0.302870 -1.955754
10.880000 0.343318 -1.950391
10.900000 0.386760 -1.945364
10.920000 0.422392 -1.952071
10.940000 0.458497 -1.945868
10.960000 0.506087 -1.949327
10.980000 0.545802 -1.949355
11.000000 0.585507 -1.945532
11.020000 0.625040 -1.954732
11.040000 0.657001 -1.947086
11.060000 0.686778 -1.952687
11.080000 0.725874 -1.952827
11.100000 0.764959 -1.955334
11.120000 0.799055 -1.958667
11.140000 0.835527 -1.959661
11.160000 0.871909 -1.959787
11.180000 0.901277 -1.957995
11.200000 0.928670 -1.950615
11.220000 0.959031 -1.950069
11.240000 0.984896 -1.955740
11.260000 1.013448 -1.948822
11.280000 1.045312 -1.953178
11.300000 1.074557 -1.953640
11.320000 1.103010 -1.951777
11.340000 1.129474 -1.950265
11.360000 1.152993 -1.955208
11.380000 1.178017 -1.951259
11.400000 1.198682 -1.950853
11.420000 1.222958 -1.952897
11.440000 1.244134 -1.956930
11.460000 1.267622 -1.950573
11.480000 1.285499 -1.953836
11.500000 1.301645 -1.955110
11.520000 1.315610 -1.950699
11.540000 1.333591 -1.959115
11.560000 1.350487 -1.953262
11.580000 1.364837 -1.951273
11.600000 1.377785 -1.952813
11.620000 1.391306 -1.949369
11.640000 1.406980 -1.955180
11.660000 1.421077 -1.949243
11.680000 1.430501 -1.954256
11.700000 1.439839 -1.955250
11.720000 1.449654 -1.944565
11.740000 1.460830 -1.946666
11.760000 1.470794 -1.950279
11.780000 1.474034 -1.953248
11.800000 1.472411 -1.954718
11.820000 1.471658 -1.950097
11.840000 1.470374 -1.946722
11.860000 1.470770 -1.947114
11.880000 1.475367 -1.950797
11.900000 1.476233 -1.938656
11.920000 1.475769 -1.940995
11.940000 1.473509 -1.954494
11.960000 1.472142 -1.947702
11.980000 1.469454 -1.948570
12.000000 1.466497 -1.947058
12.020000 1.465407 -1.943109
12.040000 1.466695 -1.954032
12.060000 1.465776 -1.947912
12.080000 1.458583 -1.948906
12.100000 1.451395 -1.949803
12.120000 1.446359 -1.946820
12.140000 1.439991 -1.949929
12.160000 1.434264 -1.952785
12.180000 1.428891 -1.954130
12.200000 1.425877 -1.954452
12.220000 1.421240 -1.952701
12.240000 1.412011 -1.950699
12.260000 1.398413 -1.942507
12.280000 1.385097 -1.947184
12.300000 1.375491 -1.946764
12.320000 1.366937 -1.951189
12.340000 1.359822 -1.949845
12.360000 1.352995 -1.954046
12.380000 1.343819 -1.948822
12.400000 1.331871 -1.943053
12.420000 1.316616 -1.948570
12.440000 1.302832 -1.953570
12.460000 1.287806 -1.947688
12.480000 1.273739 -1.956818
12.500000 1.260604 -1.950797
12.520000 1.246565 -1.949019
12.540000 1.232154 -1.950671
12.560000 1.212835 -1.953178
12.580000 1.195292 -1.954620
12.600000 1.173729 -1.957995
12.620000 1.157028 -1.951273
12.640000 1.140718 -1.950685
12.660000 1.128751 -1.946904
12.680000 1.117310 -1.952491
12.700000 1.104875 -1.945182
12.720000 1.090787 -1.950545
12.740000 1.073273 -1.949299
12.760000 1.056317 -1.947884
